datetime,T2M,T2MDEW,T2MWET,RH2M,PRECTOTCORR,WS50M,WS10M,ALLSKY_KT,Load
2019-03-21 03:00:00,-1.86,-5.1,-3.49,78.81,0.0,1.6,1.12,-999.0,258.110368
2019-03-21 04:00:00,-2.07,-4.77,-3.42,82.38,0.0,2.04,1.36,-999.0,247.745866
2019-03-21 05:00:00,-2.18,-4.42,-3.3,85.56,0.0,2.52,1.56,-999.0,244.271208
2019-03-21 06:00:00,-1.28,-4.2,-2.74,80.81,0.0,2.68,1.93,0.48,229.100717
2019-03-21 07:00:00,0.46,-4.7,-2.13,67.44,0.0,2.3,2.16,0.66,233.132818
2019-03-21 08:00:00,2.65,-4.99,-1.17,56.31,0.0,0.89,1.02,0.71,246.405548
2019-03-21 09:00:00,3.93,-5.2,-0.63,50.56,0.0,1.3,1.08,0.73,258.188064
2019-03-21 10:00:00,4.76,-5.01,-0.13,48.5,0.0,2.11,1.83,0.76,261.906256
2019-03-21 11:00:00,5.5,-4.62,0.44,47.5,0.0,2.89,2.54,0.73,261.363531
2019-03-21 12:00:00,6.13,-4.32,0.9,46.56,0.0,3.84,3.41,0.71,262.102739
2019-03-21 13:00:00,6.44,-4.23,1.11,45.94,0.0,4.72,4.2,0.54,258.465243
2019-03-21 14:00:00,6.44,-4.19,1.12,46.06,0.0,5.3,4.7,0.6,253.590533
2019-03-21 15:00:00,5.9,-4.08,0.91,48.25,0.0,5.71,5.02,0.55,250.881819
2019-03-21 16:00:00,4.76,-3.44,0.65,54.88,0.0,5.91,4.85,0.54,252.478455
2019-03-21 17:00:00,2.53,-1.77,0.38,73.12,0.0,5.59,3.1,0.43,262.677871
2019-03-21 18:00:00,0.69,-2.0,-0.66,81.94,0.0,5.5,2.84,-999.0,308.342879
2019-03-21 19:00:00,-0.33,-2.6,-1.47,84.56,0.0,4.92,2.65,-999.0,353.425668
2019-03-21 20:00:00,-1.31,-3.55,-2.43,85.12,0.0,4.16,2.5,-999.0,349.657782
2019-03-21 21:00:00,-1.81,-4.42,-3.12,82.94,0.0,3.36,2.21,-999.0,340.482388
2019-03-21 22:00:00,-1.99,-4.88,-3.43,81.12,0.0,2.79,1.94,-999.0,328.756546
2019-03-21 23:00:00,-2.08,-5.03,-3.56,80.69,0.0,2.44,1.74,-999.0,312.98378
2019-03-22 00:00:00,-2.37,-5.09,-3.73,82.31,0.0,2.45,1.75,-999.0,0.0
2019-03-22 01:00:00,-2.78,-5.13,-3.96,84.94,0.0,2.62,1.84,-999.0,284.991214
2019-03-22 02:00:00,-3.16,-5.2,-4.18,87.19,0.0,2.78,1.93,-999.0,258.781497
2019-03-22 03:00:00,-3.4,-5.3,-4.35,88.31,0.0,2.83,1.93,-999.0,244.201686
2019-03-22 04:00:00,-3.51,-5.42,-4.46,88.25,0.0,2.72,1.86,-999.0,237.131604
2019-03-22 05:00:00,-3.52,-5.54,-4.53,87.44,0.0,2.53,1.75,-999.0,234.919885
2019-03-22 06:00:00,-1.81,-4.62,-3.22,81.75,0.0,2.21,1.64,0.56,234.144943
2019-03-22 07:00:00,0.99,-4.88,-1.95,64.0,0.0,2.35,1.98,0.73,220.021133
2019-03-22 08:00:00,3.86,-6.17,-1.15,47.0,0.0,2.73,2.45,0.79,222.203885
2019-03-22 09:00:00,5.58,-6.38,-0.4,40.94,0.0,2.39,2.17,0.81,236.920033
2019-03-22 10:00:00,7.04,-6.08,0.48,37.94,0.0,2.29,2.07,0.8,254.979103
2019-03-22 11:00:00,8.3,-5.53,1.39,36.44,0.0,2.56,2.31,0.8,261.972229
2019-03-22 12:00:00,9.26,-4.98,2.14,35.69,0.0,3.02,2.71,0.77,261.966304
2019-03-22 13:00:00,9.85,-4.52,2.66,35.62,0.0,3.45,3.07,0.78,260.572373
2019-03-22 14:00:00,10.0,-4.14,2.93,36.38,0.0,3.81,3.35,0.75,256.31426
2019-03-22 15:00:00,9.62,-3.81,2.9,38.25,0.0,4.05,3.52,0.66,250.744197
2019-03-22 16:00:00,8.55,-2.31,3.12,46.38,0.0,3.98,3.09,0.61,249.091429
2019-03-22 17:00:00,5.73,0.45,3.09,68.94,0.0,3.3,2.04,0.45,252.487166
2019-03-22 18:00:00,4.52,-1.56,1.48,64.5,0.0,2.95,2.0,-999.0,264.45497
2019-03-22 19:00:00,3.8,-2.1,0.85,65.12,0.0,3.05,2.08,-999.0,310.706994
2019-03-22 20:00:00,2.83,-2.17,0.33,69.38,0.0,3.52,2.34,-999.0,354.066277
2019-03-22 21:00:00,1.73,-2.31,-0.29,74.31,0.0,4.14,2.66,-999.0,346.597626
2019-03-22 22:00:00,0.88,-2.31,-0.72,78.88,0.0,4.61,2.88,-999.0,336.44796
2019-03-22 23:00:00,0.33,-2.33,-1.0,82.0,0.0,4.75,2.92,-999.0,326.021982
2019-03-23 00:00:00,0.01,-2.37,-1.18,83.69,0.0,4.49,2.79,-999.0,310.241183
2019-03-23 01:00:00,-0.31,-2.53,-1.42,84.81,0.0,4.12,2.63,-999.0,281.797067
2019-03-23 02:00:00,-0.57,-2.63,-1.6,86.06,0.0,3.77,2.46,-999.0,255.97735
2019-03-23 03:00:00,-0.58,-2.64,-1.61,86.0,0.0,3.33,2.21,-999.0,243.037231
2019-03-23 04:00:00,-0.42,-2.67,-1.55,84.62,0.0,2.7,1.86,-999.0,236.271827
2019-03-23 05:00:00,0.02,-2.67,-1.32,81.69,0.0,1.94,1.38,-999.0,234.160872
2019-03-23 06:00:00,1.21,-1.76,-0.27,80.44,0.0,1.13,0.82,0.48,232.413832
2019-03-23 07:00:00,3.37,-1.49,0.94,70.25,0.0,1.3,1.06,0.69,218.514343
2019-03-23 08:00:00,6.52,-1.75,2.38,55.31,0.0,3.22,2.79,0.76,224.026956
2019-03-23 09:00:00,7.94,-1.99,2.98,49.31,0.0,4.07,3.6,0.76,240.113514
2019-03-23 10:00:00,9.3,-2.06,3.62,44.69,0.0,4.75,4.18,0.8,260.183256
2019-03-23 11:00:00,10.5,-2.13,4.18,41.0,0.0,5.56,4.88,0.77,268.992421
2019-03-23 12:00:00,11.25,-2.17,4.54,38.94,0.0,6.4,5.65,0.77,268.803404
2019-03-23 13:00:00,11.48,-2.13,4.68,38.44,0.0,7.2,6.35,0.69,265.408186
2019-03-23 14:00:00,11.05,-2.06,4.5,39.75,0.0,7.93,6.94,0.71,259.367808
2019-03-23 15:00:00,10.01,-1.89,4.06,43.19,0.0,8.36,7.16,0.63,255.651294
2019-03-23 16:00:00,8.58,-1.38,3.6,49.5,0.0,8.13,6.52,0.55,253.273385
2019-03-23 17:00:00,6.08,0.51,3.3,67.44,0.0,7.09,3.91,0.4,256.929455
2019-03-23 18:00:00,4.61,1.19,2.9,78.31,0.0,6.26,3.1,-999.0,270.384272
2019-03-23 19:00:00,3.82,1.15,2.49,82.69,0.0,5.43,2.85,-999.0,317.474067
2019-03-23 20:00:00,2.87,0.89,1.88,86.75,0.0,5.26,2.84,-999.0,357.283295
2019-03-23 21:00:00,2.38,1.05,1.71,90.94,0.0,5.53,2.96,-999.0,347.970499
2019-03-23 22:00:00,2.01,1.21,1.61,94.5,0.0,5.4,2.84,-999.0,338.24281
2019-03-23 23:00:00,0.95,1.07,1.01,100.0,0.0,4.95,2.72,-999.0,327.67467
2019-03-24 00:00:00,0.13,1.01,0.57,100.0,0.0,3.92,2.47,-999.0,311.458844
2019-03-24 01:00:00,-0.11,0.89,0.39,100.0,0.02,3.37,2.27,-999.0,283.47691
2019-03-24 02:00:00,-0.7,0.69,-0.0,100.0,0.03,3.76,2.46,-999.0,258.636929
2019-03-24 03:00:00,-1.0,0.44,-0.28,100.0,0.01,4.27,2.66,-999.0,243.928005
2019-03-24 04:00:00,-0.52,0.37,-0.08,100.0,0.0,4.55,2.67,-999.0,238.417778
2019-03-24 05:00:00,-0.18,0.3,0.06,100.0,0.0,4.35,2.56,-999.0,236.886554
2019-03-24 06:00:00,0.83,0.56,0.69,98.0,0.02,4.31,2.37,0.16,235.979316
2019-03-24 07:00:00,2.34,1.08,1.71,91.19,0.18,3.98,3.11,0.12,222.913645
2019-03-24 08:00:00,2.66,1.21,1.94,90.06,0.49,4.64,4.16,0.09,227.339532
2019-03-24 09:00:00,3.29,1.55,2.42,88.31,0.75,5.69,4.97,0.18,244.306163
2019-03-24 10:00:00,6.33,2.8,4.56,78.06,0.76,7.78,6.29,0.29,269.913512
2019-03-24 11:00:00,8.8,3.28,6.05,68.12,0.38,9.89,7.99,0.18,286.946469
2019-03-24 12:00:00,9.57,3.34,6.46,65.0,0.19,10.05,8.22,0.1,291.923842
2019-03-24 13:00:00,9.67,3.83,6.75,66.88,0.09,8.89,7.31,0.09,291.996374
2019-03-24 14:00:00,8.89,4.51,6.69,73.94,0.1,7.44,6.11,0.1,285.399213
2019-03-24 15:00:00,7.88,4.98,6.44,81.75,0.09,7.0,5.67,0.14,280.544224
2019-03-24 16:00:00,6.9,5.04,5.97,87.81,0.08,6.83,5.16,0.09,282.742092
2019-03-24 17:00:00,5.93,4.71,5.32,91.75,0.06,6.55,4.2,0.14,291.741434
2019-03-24 18:00:00,4.92,4.23,4.58,95.19,0.97,6.2,3.52,-999.0,311.757173
2019-03-24 19:00:00,4.62,4.03,4.33,95.81,1.4,6.2,4.08,-999.0,343.890172
2019-03-24 20:00:00,4.49,3.92,4.21,95.88,1.27,7.12,5.02,-999.0,363.898218
2019-03-24 21:00:00,4.67,4.13,4.4,96.19,0.3,8.18,5.41,-999.0,353.010112
2019-03-24 22:00:00,4.08,4.18,4.13,100.0,0.24,6.9,3.88,-999.0,342.976597
2019-03-24 23:00:00,3.44,4.02,3.73,100.0,1.21,5.7,2.88,-999.0,332.842889
2019-03-25 00:00:00,3.77,3.91,3.84,100.0,3.3,6.25,3.37,-999.0,314.235775
2019-03-25 01:00:00,4.0,3.77,3.88,98.19,3.92,6.96,3.99,-999.0,285.86069
2019-03-25 02:00:00,3.87,3.62,3.75,98.06,1.66,7.76,4.88,-999.0,260.59664
2019-03-25 03:00:00,3.4,3.28,3.34,99.0,0.84,7.21,4.15,-999.0,248.229472
2019-03-25 04:00:00,3.12,2.8,2.95,97.69,2.62,7.04,4.77,-999.0,242.115198
2019-03-25 05:00:00,2.48,2.14,2.31,97.5,2.49,6.05,3.69,-999.0,239.13918
2019-03-25 06:00:00,3.02,2.4,2.71,95.62,0.43,5.8,4.51,0.04,238.921322
2019-03-25 07:00:00,2.83,2.1,2.47,94.88,5.38,5.86,5.0,0.04,228.685848
2019-03-25 08:00:00,2.08,1.4,1.75,95.12,5.58,6.22,5.27,0.05,234.86511
2019-03-25 09:00:00,3.33,2.14,2.74,91.75,2.27,5.83,4.93,0.12,252.853115
2019-03-25 10:00:00,5.79,3.94,4.87,87.81,0.83,6.11,4.71,0.05,278.078945
2019-03-25 11:00:00,9.43,6.2,7.81,80.38,0.25,8.62,6.44,0.09,299.076835
2019-03-25 12:00:00,12.11,6.58,9.35,68.94,0.2,11.86,9.07,0.11,308.547583
2019-03-25 13:00:00,12.86,5.85,9.36,62.31,0.36,14.07,11.11,0.16,309.733685
2019-03-25 14:00:00,12.16,5.09,8.63,61.88,0.48,14.66,11.73,0.25,296.493292
2019-03-25 15:00:00,11.19,4.52,7.85,63.38,0.39,13.79,10.94,0.24,291.96134
2019-03-25 16:00:00,9.85,4.34,7.09,68.38,0.39,12.13,9.21,0.22,285.890056
2019-03-25 17:00:00,7.6,4.42,6.01,80.12,0.19,10.21,6.45,0.34,287.940992
2019-03-25 18:00:00,5.21,4.04,4.62,92.0,0.06,8.77,4.67,-999.0,301.671474
2019-03-25 19:00:00,4.2,3.83,4.01,97.31,0.03,8.03,4.46,-999.0,340.133759
2019-03-25 20:00:00,3.68,3.48,3.58,98.44,0.02,7.43,4.55,-999.0,369.736108
2019-03-25 21:00:00,3.21,3.08,3.15,99.0,0.02,6.7,4.13,-999.0,357.304224
2019-03-25 22:00:00,2.87,2.79,2.83,99.25,0.05,5.33,3.16,-999.0,347.881832
2019-03-25 23:00:00,2.39,2.51,2.45,100.0,0.06,3.89,2.1,-999.0,337.430016
2019-03-26 00:00:00,2.21,2.3,2.26,100.0,0.04,3.05,1.66,-999.0,321.519243
2019-03-26 01:00:00,1.94,2.05,1.99,100.0,0.02,2.39,1.43,-999.0,290.80787
2019-03-26 02:00:00,1.86,1.69,1.78,98.75,0.25,1.25,0.79,-999.0,264.217707
2019-03-26 03:00:00,1.49,1.3,1.4,98.56,0.71,0.56,0.43,-999.0,251.307799
2019-03-26 04:00:00,1.12,0.91,1.02,98.38,0.72,0.67,0.52,-999.0,243.447276
2019-03-26 05:00:00,0.7,0.6,0.65,99.12,0.31,1.67,1.25,-999.0,241.264891
2019-03-26 06:00:00,1.3,0.83,1.06,96.62,0.24,2.41,2.03,0.09,241.363936
2019-03-26 07:00:00,2.82,1.3,2.06,89.56,0.27,2.77,2.57,0.09,232.46331
2019-03-26 08:00:00,4.78,1.45,3.12,78.94,0.25,3.69,3.42,0.07,240.989667
2019-03-26 09:00:00,4.63,1.01,2.82,77.25,0.83,6.19,5.6,0.07,259.855353
2019-03-26 10:00:00,4.05,0.82,2.44,79.44,1.86,6.35,5.67,0.09,287.769355
2019-03-26 11:00:00,3.69,0.95,2.32,82.19,2.17,5.75,5.11,0.09,306.060701
2019-03-26 12:00:00,3.39,0.93,2.15,83.81,1.93,4.83,4.29,0.11,309.620411
2019-03-26 13:00:00,3.69,0.95,2.32,82.25,1.3,3.41,3.08,0.12,294.012435
2019-03-26 14:00:00,4.35,1.01,2.68,78.81,1.13,2.5,2.32,0.3,283.437919
2019-03-26 15:00:00,5.12,1.1,3.12,75.12,1.26,1.77,1.64,0.35,280.569983
2019-03-26 16:00:00,5.09,1.3,3.2,76.38,0.97,1.61,1.35,0.46,281.95873
2019-03-26 17:00:00,3.8,1.92,2.86,87.44,0.6,1.86,1.12,0.33,285.903309
2019-03-26 18:00:00,2.35,1.23,1.79,92.19,0.11,2.94,1.6,-999.0,296.252297
2019-03-26 19:00:00,2.06,1.18,1.62,93.75,0.11,5.25,2.8,-999.0,338.507489
2019-03-26 20:00:00,1.58,0.96,1.26,95.5,0.11,6.89,4.16,-999.0,376.82844
2019-03-26 21:00:00,0.98,0.63,0.8,97.44,0.08,7.76,4.93,-999.0,365.44326
2019-03-26 22:00:00,0.51,0.37,0.44,98.94,0.04,7.81,5.25,-999.0,354.671331
2019-03-26 23:00:00,0.07,0.11,0.08,100.0,0.03,6.89,4.68,-999.0,343.343663
2019-03-27 00:00:00,0.02,-0.13,-0.06,98.75,0.02,6.94,4.6,-999.0,327.647308
2019-03-27 01:00:00,-0.0,-0.32,-0.16,97.5,0.02,6.98,4.67,-999.0,296.430724
2019-03-27 02:00:00,-0.39,-0.68,-0.54,98.12,0.02,6.99,4.43,-999.0,266.598921
2019-03-27 03:00:00,-1.25,-1.15,-1.2,100.0,0.01,6.88,4.0,-999.0,252.286844
2019-03-27 04:00:00,-1.81,-1.52,-1.67,100.0,0.01,6.91,3.89,-999.0,245.61917
2019-03-27 05:00:00,-2.04,-1.71,-1.88,100.0,0.01,7.09,3.93,-999.0,243.31403
2019-03-27 06:00:00,-0.2,-1.17,-0.69,93.19,0.01,7.55,5.73,0.27,243.243438
2019-03-27 07:00:00,1.73,-0.7,0.52,83.69,0.01,9.3,7.7,0.31,232.377467
2019-03-27 08:00:00,3.76,-0.59,1.58,73.12,0.02,10.2,8.64,0.42,240.703615
2019-03-27 09:00:00,5.47,-0.42,2.53,65.69,0.02,10.01,8.6,0.41,258.753246
2019-03-27 10:00:00,6.91,0.01,3.46,61.31,0.02,9.83,8.5,0.43,282.928415
2019-03-27 11:00:00,8.03,0.43,4.23,58.62,0.03,9.77,8.46,0.5,298.607384
2019-03-27 12:00:00,8.86,0.73,4.8,56.56,0.04,9.79,8.47,0.41,306.337715
2019-03-27 13:00:00,9.15,0.93,5.04,56.25,0.04,9.79,8.46,0.38,300.280277
2019-03-27 14:00:00,8.83,0.94,4.89,57.56,0.04,9.73,8.37,0.38,290.188314
2019-03-27 15:00:00,8.1,0.86,4.48,60.12,0.05,9.57,8.11,0.35,284.65669
2019-03-27 16:00:00,6.98,0.95,3.96,65.38,0.03,9.05,7.41,0.3,285.693336
2019-03-27 17:00:00,5.01,1.51,3.26,78.0,0.04,7.86,5.22,0.29,294.316915
2019-03-27 18:00:00,3.19,1.53,2.37,88.69,0.05,7.65,4.25,-999.0,309.631005
2019-03-27 19:00:00,2.62,1.52,2.07,92.38,0.06,7.48,4.35,-999.0,347.65804
2019-03-27 20:00:00,2.18,1.47,1.82,94.88,0.07,7.45,4.45,-999.0,380.173993
2019-03-27 21:00:00,1.8,1.31,1.55,96.44,0.08,7.08,4.26,-999.0,368.711715
2019-03-27 22:00:00,1.44,1.12,1.28,97.69,0.08,6.54,4.02,-999.0,357.317834
2019-03-27 23:00:00,1.1,0.9,1.0,98.44,0.05,6.05,3.91,-999.0,346.83163
2019-03-28 00:00:00,0.69,0.58,0.64,99.06,0.03,5.61,3.66,-999.0,328.928178
2019-03-28 01:00:00,0.3,0.33,0.31,100.0,0.03,4.79,3.08,-999.0,295.82936
2019-03-28 02:00:00,0.01,0.1,0.05,100.0,0.05,4.41,3.03,-999.0,269.162204
2019-03-28 03:00:00,-0.13,-0.08,-0.11,100.0,0.13,4.63,3.2,-999.0,251.866242
2019-03-28 04:00:00,-0.13,-0.2,-0.16,99.44,0.07,5.09,3.45,-999.0,245.756491
2019-03-28 05:00:00,-0.15,-0.27,-0.21,99.06,0.03,5.23,3.43,-999.0,245.213647
2019-03-28 06:00:00,0.73,0.08,0.4,95.31,0.02,5.19,4.19,0.12,245.09957
2019-03-28 07:00:00,2.17,0.37,1.27,87.75,0.1,6.68,5.47,0.13,236.527459
2019-03-28 08:00:00,3.65,0.25,1.95,78.31,0.1,7.49,6.27,0.23,245.397807
2019-03-28 09:00:00,4.37,-0.19,2.08,72.12,0.04,7.71,6.52,0.3,264.313581
2019-03-28 10:00:00,4.88,-0.59,2.15,67.56,0.06,7.75,6.6,0.38,289.288193
2019-03-28 11:00:00,5.38,-0.78,2.3,64.31,0.07,7.82,6.68,0.34,308.078846
2019-03-28 12:00:00,5.96,-0.82,2.57,61.69,0.11,7.98,6.83,0.35,313.688319
2019-03-28 13:00:00,6.03,-0.81,2.62,61.38,0.16,8.12,6.93,0.45,306.389847
2019-03-28 14:00:00,5.5,-0.58,2.46,64.75,0.2,8.12,6.9,0.43,294.721204
2019-03-28 15:00:00,4.56,-0.35,2.11,70.31,0.18,7.88,6.64,0.32,288.41791
2019-03-28 16:00:00,3.5,0.06,1.78,78.06,0.11,6.89,5.66,0.26,289.355368
2019-03-28 17:00:00,2.32,0.51,1.41,87.75,0.07,5.36,3.85,0.3,298.137629
2019-03-28 18:00:00,1.28,0.44,0.87,94.06,0.02,4.77,3.01,-999.0,314.444113
2019-03-28 19:00:00,0.94,0.31,0.63,95.38,0.01,4.87,2.86,-999.0,348.766492
2019-03-28 20:00:00,0.48,0.11,0.3,97.19,0.01,5.44,2.94,-999.0,381.223826
2019-03-28 21:00:00,0.11,-0.0,0.05,99.06,0.0,6.03,3.3,-999.0,369.103962
2019-03-28 22:00:00,0.05,0.02,0.03,99.69,0.0,6.28,3.76,-999.0,358.868703
2019-03-28 23:00:00,-0.08,0.05,-0.02,100.0,0.0,6.4,4.07,-999.0,349.657765
2019-03-29 00:00:00,-0.33,-0.1,-0.22,100.0,0.0,6.25,3.92,-999.0,335.52083
2019-03-29 01:00:00,-0.48,-0.35,-0.41,100.0,0.0,6.1,3.78,-999.0,305.03222
2019-03-29 02:00:00,-0.74,-0.67,-0.7,100.0,0.0,6.05,3.6,-999.0,272.55231
2019-03-29 03:00:00,-1.05,-1.13,-1.1,100.0,0.0,5.91,3.34,-999.0,258.534027
2019-03-29 04:00:00,-1.49,-1.46,-1.48,100.0,0.0,5.42,2.87,-999.0,250.893882
2019-03-29 05:00:00,-1.89,-1.75,-1.82,100.0,0.0,4.99,2.58,-999.0,248.525866
2019-03-29 06:00:00,-0.42,-1.33,-0.88,93.75,0.0,4.42,3.47,0.41,245.585808
2019-03-29 07:00:00,1.5,-0.81,0.34,84.44,0.0,4.33,3.83,0.6,229.94716
2019-03-29 08:00:00,4.13,-0.67,1.73,70.81,0.0,3.85,3.47,0.62,233.961444
2019-03-29 09:00:00,6.52,-0.6,2.96,60.25,0.0,4.07,3.66,0.66,248.734008
2019-03-29 10:00:00,8.34,-0.38,3.98,54.06,0.0,4.78,4.28,0.7,270.811582
2019-03-29 11:00:00,9.76,-0.24,4.76,49.62,0.0,5.41,4.83,0.69,288.078755
2019-03-29 12:00:00,10.44,-0.42,5.01,46.81,0.0,6.01,5.34,0.65,293.613218
2019-03-29 13:00:00,10.46,-0.57,4.94,46.25,0.0,6.29,5.58,0.59,288.066755
2019-03-29 14:00:00,10.01,-0.59,4.72,47.56,0.01,6.36,5.6,0.43,279.527625
2019-03-29 15:00:00,9.06,-0.24,4.4,52.06,0.02,6.41,5.52,0.39,274.163072
2019-03-29 16:00:00,7.43,0.74,4.08,62.44,0.03,6.34,5.11,0.28,276.838451
2019-03-29 17:00:00,5.55,2.24,3.89,79.19,0.04,5.43,3.64,0.3,289.198642
2019-03-29 18:00:00,4.42,2.83,3.62,89.25,0.01,4.2,2.33,-999.0,306.176448
2019-03-29 19:00:00,3.61,2.55,3.08,92.69,0.0,3.63,1.95,-999.0,341.190468
2019-03-29 20:00:00,3.16,2.26,2.71,93.75,0.0,3.44,1.84,-999.0,376.651102
2019-03-29 21:00:00,2.55,1.91,2.23,95.44,0.0,3.95,2.13,-999.0,366.39267
2019-03-29 22:00:00,2.2,1.86,2.03,97.38,0.0,4.4,2.32,-999.0,357.790821
2019-03-29 23:00:00,1.91,1.84,1.87,99.38,0.0,5.18,2.69,-999.0,347.969984
2019-03-30 00:00:00,2.07,1.88,1.98,98.56,0.0,5.7,3.18,-999.0,331.029458
2019-03-30 01:00:00,2.3,1.93,2.12,97.25,0.0,5.63,3.32,-999.0,298.108505
2019-03-30 02:00:00,2.32,1.93,2.12,97.12,0.0,5.23,3.24,-999.0,271.518993
2019-03-30 03:00:00,2.03,1.82,1.92,98.31,0.0,4.98,2.96,-999.0,256.772265
2019-03-30 04:00:00,1.52,1.59,1.55,100.0,0.0,4.87,2.92,-999.0,249.954123
2019-03-30 05:00:00,1.24,1.31,1.27,100.0,0.0,4.64,2.77,0.48,247.241869
2019-03-30 06:00:00,2.3,1.3,1.8,93.0,0.0,4.52,3.66,0.41,246.750848
2019-03-30 07:00:00,4.59,1.71,3.15,81.44,0.0,5.34,4.6,0.56,236.554648
2019-03-30 08:00:00,7.31,1.91,4.61,68.44,0.0,6.9,5.96,0.63,247.832991
2019-03-30 09:00:00,7.29,2.01,4.65,69.0,0.0,6.5,5.65,0.68,268.555298
2019-03-30 10:00:00,7.56,2.52,5.04,70.25,0.04,6.14,5.28,0.64,292.93982
2019-03-30 11:00:00,9.05,2.98,6.01,65.62,0.08,6.43,5.44,0.62,308.0462
2019-03-30 12:00:00,10.29,2.87,6.58,59.94,0.02,6.77,5.64,0.52,314.416741
2019-03-30 13:00:00,11.51,2.85,7.18,55.19,0.01,6.57,5.46,0.34,306.719452
2019-03-30 14:00:00,12.07,2.87,7.47,53.25,0.01,6.35,5.3,0.34,298.123076
2019-03-30 15:00:00,11.83,3.2,7.51,55.38,0.01,6.59,5.49,0.32,295.602382
2019-03-30 16:00:00,10.92,4.15,7.54,62.94,0.0,6.1,4.76,0.16,302.513496
2019-03-30 17:00:00,8.47,5.36,6.91,80.62,0.0,6.02,3.4,0.13,312.032508
2019-03-30 18:00:00,6.76,4.82,5.79,87.31,0.02,6.96,3.88,-999.0,324.361349
2019-03-30 19:00:00,5.91,4.51,5.22,90.62,0.0,7.01,3.98,-999.0,361.236754
2019-03-30 20:00:00,4.7,3.87,4.29,94.31,0.0,6.2,3.2,-999.0,386.765489
2019-03-30 21:00:00,3.2,3.15,3.17,99.62,0.0,5.21,2.72,-999.0,372.618564
2019-03-30 22:00:00,2.41,2.65,2.53,100.0,0.0,5.14,2.78,-999.0,363.783909
2019-03-30 23:00:00,1.98,2.25,2.12,100.0,0.0,4.98,2.79,-999.0,353.366552
2019-03-31 00:00:00,1.57,1.96,1.76,100.0,0.0,4.78,2.78,-999.0,336.343398
2019-03-31 01:00:00,1.89,1.97,1.93,100.0,0.0,4.95,2.8,-999.0,302.663218
2019-03-31 02:00:00,2.27,2.1,2.19,98.69,0.0,4.96,2.8,-999.0,270.787332
2019-03-31 03:00:00,2.48,2.19,2.33,97.81,0.13,5.36,2.89,-999.0,257.102786
2019-03-31 04:00:00,2.66,2.25,2.45,96.94,1.33,5.37,2.87,-999.0,251.335233
2019-03-31 05:00:00,2.77,2.36,2.56,97.0,1.38,5.98,3.06,0.28,249.796304
2019-03-31 06:00:00,3.74,2.94,3.33,94.31,2.8,6.11,3.77,0.07,249.038572
2019-03-31 07:00:00,4.87,3.69,4.29,92.0,2.51,5.7,4.69,0.16,238.884458
2019-03-31 08:00:00,7.53,5.22,6.37,85.19,0.65,6.38,5.37,0.06,250.394767
2019-03-31 09:00:00,10.23,6.41,8.32,77.06,0.29,7.98,6.65,0.05,268.674432
2019-03-31 10:00:00,11.76,6.84,9.3,71.62,1.98,9.76,8.07,0.06,300.951159
2019-03-31 11:00:00,12.24,7.2,9.72,71.12,1.85,10.6,8.72,0.05,330.236855
2019-03-31 12:00:00,11.91,7.56,9.74,74.56,1.48,9.88,7.93,0.04,345.832352
2019-03-31 13:00:00,10.44,7.51,8.98,82.0,5.56,8.7,7.05,0.17,344.673597
2019-03-31 14:00:00,7.51,6.07,6.79,90.69,1.76,7.94,6.63,0.1,330.246453
2019-03-31 15:00:00,7.76,5.91,6.84,88.0,0.24,5.58,4.57,0.05,316.765657
2019-03-31 16:00:00,8.42,6.12,7.27,85.31,0.06,4.08,3.35,0.08,316.413281
2019-03-31 17:00:00,7.39,6.3,6.85,92.75,0.36,4.24,2.37,0.14,329.546342
2019-03-31 18:00:00,6.58,5.94,6.26,95.56,4.41,6.3,3.94,-999.0,345.671738
2019-03-31 19:00:00,6.26,5.78,6.02,96.56,5.21,8.23,5.96,-999.0,373.268283
2019-03-31 20:00:00,6.02,5.64,5.83,97.38,6.25,8.24,5.76,-999.0,389.854276
2019-03-31 21:00:00,6.1,5.7,5.9,97.25,5.19,9.09,6.28,-999.0,377.818577
2019-03-31 22:00:00,6.25,5.83,6.05,97.19,2.56,9.27,6.15,-999.0,364.458019
2019-03-31 23:00:00,6.22,5.84,6.03,97.38,1.19,8.8,5.5,-999.0,347.854581
2019-04-01 00:00:00,5.86,5.69,5.77,98.75,5.77,7.98,4.57,-999.0,322.248276
2019-04-01 01:00:00,5.49,5.49,5.49,99.88,9.33,7.24,3.89,-999.0,294.084017
2019-04-01 02:00:00,5.02,5.2,5.11,100.0,13.09,6.37,3.33,-999.0,269.956917
2019-04-01 03:00:00,4.8,4.9,4.84,100.0,5.75,6.12,3.23,-999.0,255.830348
2019-04-01 04:00:00,4.73,4.59,4.65,99.0,3.36,6.26,3.69,-999.0,245.993222
2019-04-01 05:00:00,4.29,4.13,4.21,98.88,1.85,6.6,4.09,0.19,235.8927
2019-04-01 06:00:00,4.1,3.66,3.88,96.94,0.33,8.14,6.23,0.04,230.200253
2019-04-01 07:00:00,3.99,3.34,3.67,95.44,0.26,8.52,6.86,0.04,215.971429
2019-04-01 08:00:00,5.69,4.42,5.06,91.44,0.31,9.06,7.25,0.03,217.094887
2019-04-01 09:00:00,8.54,6.03,7.28,84.19,0.58,8.82,6.68,0.03,223.857201
2019-04-01 10:00:00,10.18,7.08,8.63,81.0,0.81,10.83,8.31,0.06,237.578087
